,fe,description
566,https://w3id.org/framester/framenet/abox/gfe/Situation,the general state of things; the combination of circumstances at a given time; ; ; - Franklin D.Roosevelt
567,https://w3id.org/framester/framenet/abox/gfe/Size,the physical magnitude of something (how big it is)
568,https://w3id.org/framester/framenet/abox/gfe/Size_change,A modification in the dimensions or magnitude of an entity.
569,https://w3id.org/framester/framenet/abox/gfe/Skill,an ability that has been acquired by training
570,https://w3id.org/framester/framenet/abox/gfe/Sleep_state,The condition or state of an entity when it is in a period of rest or unconsciousness.
571,https://w3id.org/framester/framenet/abox/gfe/Sleeper,a rester who is sleeping
572,https://w3id.org/framester/framenet/abox/gfe/Society,an extended social group having a distinctive cultural and economic organization
573,https://w3id.org/framester/framenet/abox/gfe/Sought_entity,An entity that is being searched for or desired in a given context.
574,https://w3id.org/framester/framenet/abox/gfe/Sound,the particular auditory effect produced by a given cause
575,https://w3id.org/framester/framenet/abox/gfe/Source,"the place where something begins, where it springs into being"
576,https://w3id.org/framester/framenet/abox/gfe/Source_emitter,The origin or entity responsible for emitting or producing a signal or energy.
577,https://w3id.org/framester/framenet/abox/gfe/Source_material,The raw material or substance from which something is created or derived.
578,https://w3id.org/framester/framenet/abox/gfe/Source_of_authority,The origin or entity that holds the power to make decisions or enforce rules.
579,https://w3id.org/framester/framenet/abox/gfe/Source_of_information,The origin or entity from which information is obtained or communicated.
580,https://w3id.org/framester/framenet/abox/gfe/Source_of_legal_authority,The entity or system that grants the power to make legal decisions or enforce laws.
581,https://w3id.org/framester/framenet/abox/gfe/Source_of_relationship,The origin or entity that initiates or establishes a relationship between entities.
582,https://w3id.org/framester/framenet/abox/gfe/Source_representation,The original or primary representation of an entity or event from which others are derived.
583,https://w3id.org/framester/framenet/abox/gfe/Speaker,someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous)
584,https://w3id.org/framester/framenet/abox/gfe/Specialty,an asset of special worth or utility
585,https://w3id.org/framester/framenet/abox/gfe/Specification,a detailed description of design criteria for a piece of work
586,https://w3id.org/framester/framenet/abox/gfe/Specified_content,"The particular information, material, or details that are explicitly mentioned or described."
587,https://w3id.org/framester/framenet/abox/gfe/Specified_entity,An entity that is clearly identified or defined within a context.
588,https://w3id.org/framester/framenet/abox/gfe/Speed,distance travelled per unit time
589,https://w3id.org/framester/framenet/abox/gfe/Standard,a basis for comparison; a reference point against which other things can be evaluated
590,https://w3id.org/framester/framenet/abox/gfe/Standard_attribute,A characteristic that is generally accepted as a norm or benchmark for comparison.
591,https://w3id.org/framester/framenet/abox/gfe/Standard_item,An item that is considered typical or representative within a given category.
592,https://w3id.org/framester/framenet/abox/gfe/Standing,social or financial or professional status or reputation
593,https://w3id.org/framester/framenet/abox/gfe/Start_time,The moment or point in time when an event or process begins.
594,https://w3id.org/framester/framenet/abox/gfe/Starting_point,earliest limiting point
595,https://w3id.org/framester/framenet/abox/gfe/State,the territory occupied by one of the constituent administrative districts of a nation
596,https://w3id.org/framester/framenet/abox/gfe/State_of_affairs,the general state of things; the combination of circumstances at a given time; ; ; - Franklin D.Roosevelt
597,https://w3id.org/framester/framenet/abox/gfe/State_of_represented,The condition or situation of an entity that is being represented or depicted.
598,https://w3id.org/framester/framenet/abox/gfe/Status,the relative position or standing of things or especially persons in a society
599,https://w3id.org/framester/framenet/abox/gfe/Stimulus,any stimulating information or event; acts to arouse action
600,https://w3id.org/framester/framenet/abox/gfe/Studio,workplace for the teaching or practice of an art
601,https://w3id.org/framester/framenet/abox/gfe/Style,how something is done or how it happens
602,https://w3id.org/framester/framenet/abox/gfe/Sub_event,A smaller or secondary event that is part of a larger event or process.
603,https://w3id.org/framester/framenet/abox/gfe/Sub_source,A secondary or subordinate source from which information or material originates.
604,https://w3id.org/framester/framenet/abox/gfe/Subgroup,a distinct and often subordinate group within a group
605,https://w3id.org/framester/framenet/abox/gfe/Subject,the subject matter of a conversation or discussion
606,https://w3id.org/framester/framenet/abox/gfe/Sub_part,A smaller component or piece that is part of a larger whole.
607,https://w3id.org/framester/framenet/abox/gfe/Sub_region,A smaller region or area within a larger geographical or conceptual region.
608,https://w3id.org/framester/framenet/abox/gfe/Subregion_bodypart,A specific smaller part or section of a body region.
609,https://w3id.org/framester/framenet/abox/gfe/Substance,the real physical matter of which a person or thing consists
610,https://w3id.org/framester/framenet/abox/gfe/Subtype,A more specific category or type within a broader classification.
611,https://w3id.org/framester/framenet/abox/gfe/Sufferer,a person suffering from an illness
612,https://w3id.org/framester/framenet/abox/gfe/Support,the activity of providing for or maintaining by supplying with money or necessities
613,https://w3id.org/framester/framenet/abox/gfe/Surface,the outer boundary of an artifact or a material layer constituting or resembling such a boundary
614,https://w3id.org/framester/framenet/abox/gfe/Suspect,someone who is under suspicion
615,https://w3id.org/framester/framenet/abox/gfe/Symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease
616,https://w3id.org/framester/framenet/abox/gfe/Target,a reference point to shoot at
617,https://w3id.org/framester/framenet/abox/gfe/Target_group,"The specific group or audience that an action, message, or event is aimed at."
618,https://w3id.org/framester/framenet/abox/gfe/Target_location,The specific place or area intended for the focus or destination of an action or event.
619,https://w3id.org/framester/framenet/abox/gfe/Target_representation,The specific form or depiction of an entity or event aimed at conveying a message or idea.
620,https://w3id.org/framester/framenet/abox/gfe/Task,any piece of work that is undertaken or attempted
621,https://w3id.org/framester/framenet/abox/gfe/Temperature,the degree of hotness or coldness of a body or environment (corresponding to its molecular activity)
622,https://w3id.org/framester/framenet/abox/gfe/Temperature_change,a process whereby the degree of hotness of a body (or medium) changes
623,https://w3id.org/framester/framenet/abox/gfe/Temperature_goal,The desired temperature level to be achieved or maintained.
624,https://w3id.org/framester/framenet/abox/gfe/Temperature_setting,The specific temperature selected or configured for a particular purpose.
625,https://w3id.org/framester/framenet/abox/gfe/Temperature_start,The initial temperature at the beginning of a process or event.
626,https://w3id.org/framester/framenet/abox/gfe/Term,a word or expression used for some particular thing
627,https://w3id.org/framester/framenet/abox/gfe/Term1,The first of two terms or elements in a relationship or comparison.
628,https://w3id.org/framester/framenet/abox/gfe/Term2,The second of two terms or elements in a relationship or comparison.
629,https://w3id.org/framester/framenet/abox/gfe/Term_of_sentence,The specific period or duration of punishment imposed as part of a legal sentence.
630,https://w3id.org/framester/framenet/abox/gfe/Terms,status with respect to the relations between people or groups
631,https://w3id.org/framester/framenet/abox/gfe/Tested_property,A characteristic or attribute of an entity that has been examined or evaluated.
632,https://w3id.org/framester/framenet/abox/gfe/Text,the words of something written
633,https://w3id.org/framester/framenet/abox/gfe/Theme,the subject matter of a conversation or discussion
634,https://w3id.org/framester/framenet/abox/gfe/Theme_1,The first central idea or subject that is explored or represented in a context.
635,https://w3id.org/framester/framenet/abox/gfe/Theme_2,The second central idea or subject that is explored or represented in a context.
636,https://w3id.org/framester/framenet/abox/gfe/Themes,the subject matter of a conversation or discussion
637,https://w3id.org/framester/framenet/abox/gfe/Time,an instance or single occasion for some event
638,https://w3id.org/framester/framenet/abox/gfe/Time_of_Event,The specific moment or period when an event takes place.
639,https://w3id.org/framester/framenet/abox/gfe/Time_of_Eventuality,The time when a potential or hypothetical event might occur.
640,https://w3id.org/framester/framenet/abox/gfe/Time_of_creation,The moment or period when something is created or brought into existence.
641,https://w3id.org/framester/framenet/abox/gfe/Time_span,The total duration or length of time during which an event or condition occurs.
642,https://w3id.org/framester/framenet/abox/gfe/Title,a heading that names a statute or legislative bill; may give a brief summary of the matters it deals with
643,https://w3id.org/framester/framenet/abox/gfe/Tools,an implement used in the practice of a vocation
644,https://w3id.org/framester/framenet/abox/gfe/Topic,the subject matter of a conversation or discussion
645,https://w3id.org/framester/framenet/abox/gfe/Topical_entity,An entity that is the subject or focus of a particular discussion or context.
646,https://w3id.org/framester/framenet/abox/gfe/Toxin_source,The origin or entity responsible for producing or emitting a toxin.
647,https://w3id.org/framester/framenet/abox/gfe/Trajector,The entity or object that is the primary focus of movement in a spatial event.
648,https://w3id.org/framester/framenet/abox/gfe/Trajector_event,An event in which the primary entity undergoes movement or change in position.
649,https://w3id.org/framester/framenet/abox/gfe/Transferors,(law) someone who conveys a title or property to another
650,https://w3id.org/framester/framenet/abox/gfe/Transitional_period,The phase of change or transformation between two different states or conditions.
651,https://w3id.org/framester/framenet/abox/gfe/Travel_means,The method or mode by which an entity moves from one location to another.
652,https://w3id.org/framester/framenet/abox/gfe/Trigger,lever that activates the firing mechanism of a gun
653,https://w3id.org/framester/framenet/abox/gfe/Type,a subdivision of a particular kind of thing
654,https://w3id.org/framester/framenet/abox/gfe/Type_Property,A characteristic that defines or classifies an entity within a specific type or category.
655,https://w3id.org/framester/framenet/abox/gfe/Uncertain_situation,A scenario where the outcomes or conditions are unclear or ambiguous.
656,https://w3id.org/framester/framenet/abox/gfe/Undergoer,An entity that experiences or undergoes an action or event.
657,https://w3id.org/framester/framenet/abox/gfe/Undertaking,any piece of work that is undertaken or attempted
658,https://w3id.org/framester/framenet/abox/gfe/Unit,any division of quantity accepted as a standard of measurement or exchange
659,https://w3id.org/framester/framenet/abox/gfe/Unwanted_characteristics,Negative or undesirable traits or properties associated with an entity.
660,https://w3id.org/framester/framenet/abox/gfe/Use,the act of using
661,https://w3id.org/framester/framenet/abox/gfe/Useful_location,A place or area that serves a functional or practical purpose.
662,https://w3id.org/framester/framenet/abox/gfe/User,a person who makes use of a thing; someone who uses or employs something
663,https://w3id.org/framester/framenet/abox/gfe/Value,a numerical quantity measured or assigned or computed
664,https://w3id.org/framester/framenet/abox/gfe/Value_range,The span or limits of acceptable or measurable values for a particular attribute.
665,https://w3id.org/framester/framenet/abox/gfe/Vehicle,a conveyance that transports people or objects
666,https://w3id.org/framester/framenet/abox/gfe/Venue,the scene of any event or action (especially the place of a meeting)
667,https://w3id.org/framester/framenet/abox/gfe/Victim,an unfortunate person who suffers from some adverse circumstance
668,https://w3id.org/framester/framenet/abox/gfe/Vividness,interest and variety and intensity
669,https://w3id.org/framester/framenet/abox/gfe/Voice,the distinctive quality or pitch or condition of a person's speech
670,https://w3id.org/framester/framenet/abox/gfe/Wearer,a person who wears or carries or displays something as a body covering or accessory
671,https://w3id.org/framester/framenet/abox/gfe/Weather,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation
672,https://w3id.org/framester/framenet/abox/gfe/Whole,all of something including all its component elements or parts
673,https://w3id.org/framester/framenet/abox/gfe/Wielder,The entity or individual who holds or controls an object or tool.
674,https://w3id.org/framester/framenet/abox/gfe/World_state,The overall condition or situation of the world or environment at a given time.
675,https://w3id.org/framester/framenet/abox/gfe/Selector,a person who chooses or selects out
676,https://w3id.org/framester/framenet/abox/gfe/Offender,a person who transgresses moral or civil law
677,https://w3id.org/framester/framenet/abox/gfe/Sub-region,A smaller or specific part of a larger region.
678,https://w3id.org/framester/framenet/abox/gfe/Body,"the entire structure of an organism (an animal, plant, or human being)"
679,https://w3id.org/framester/framenet/abox/gfe/Concept1,The first idea or abstract notion in a comparison or relationship.
680,https://w3id.org/framester/framenet/abox/gfe/Concept2,The second idea or abstract notion in a comparison or relationship.
681,https://w3id.org/framester/framenet/abox/gfe/Concepts,an abstract or general idea inferred or derived from specific instances
682,https://w3id.org/framester/framenet/abox/gfe/Consequence,a phenomenon that follows and is caused by some previous phenomenon
683,https://w3id.org/framester/framenet/abox/gfe/Extent_of_acclaim,"The degree or level of recognition, praise, or approval an entity receives."
684,https://w3id.org/framester/framenet/abox/gfe/Means_of_communication,The method or medium used to convey information or messages.
685,https://w3id.org/framester/framenet/abox/gfe/Negative_consequences,The harmful or undesirable outcomes resulting from an event or action.
686,https://w3id.org/framester/framenet/abox/gfe/Official,a worker who holds or is invested with an office
687,https://w3id.org/framester/framenet/abox/gfe/Route,an established line of travel or access
688,https://w3id.org/framester/framenet/abox/gfe/Building_part,A structural component of a building or constructed entity.
689,https://w3id.org/framester/framenet/abox/gfe/Helper,a person who contributes to the fulfillment of a need or furtherance of an effort or purpose
690,https://w3id.org/framester/framenet/abox/gfe/Killer,someone who causes the death of a person or animal
691,https://w3id.org/framester/framenet/abox/gfe/Supporter,a person who backs a politician or a team etc.
692,https://w3id.org/framester/framenet/abox/gfe/Aggregate,the whole amount
693,https://w3id.org/framester/framenet/abox/gfe/Armor,protective covering made of metal and used in combat
694,https://w3id.org/framester/framenet/abox/gfe/Sentence,a string of words satisfying the grammatical rules of a language
695,https://w3id.org/framester/framenet/abox/gfe/Earnings,the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses)
696,https://w3id.org/framester/framenet/abox/gfe/Hypothetical_event,"An event that is imagined, projected, or considered possible but not confirmed."
697,https://w3id.org/framester/framenet/abox/gfe/Created_entity,An entity that comes into existence as a result of a creation process or event.
698,https://w3id.org/framester/framenet/abox/gfe/Endeavor,a purposeful or industrious undertaking (especially one that requires effort or boldness)
699,https://w3id.org/framester/framenet/abox/gfe/Land,the land on which real estate is located
700,https://w3id.org/framester/framenet/abox/gfe/New_member,An individual or element newly added to a group or collection.
701,https://w3id.org/framester/framenet/abox/gfe/Rebel,`Johnny' was applied as a nickname for Confederate soldiers by the Federal soldiers in the American Civil War; `greyback' derived from their grey Confederate uniforms
702,https://w3id.org/framester/framenet/abox/gfe/Captive,a person who is confined; especially a prisoner of war
703,https://w3id.org/framester/framenet/abox/gfe/Prisoner,a person who is confined; especially a prisoner of war
704,https://w3id.org/framester/framenet/abox/gfe/Earner,someone who earn wages in return for their labor
705,https://w3id.org/framester/framenet/abox/gfe/New,not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered
706,https://w3id.org/framester/framenet/abox/gfe/Bearer,someone whose employment involves carrying something
707,https://w3id.org/framester/framenet/abox/gfe/Subpart,a part of a part
708,https://w3id.org/framester/framenet/abox/gfe/Members,one of the persons who compose a social group (especially individuals who have joined and participate in a group organization)
709,https://w3id.org/framester/framenet/abox/gfe/Locale,the scene of any event or action (especially the place of a meeting)
710,https://w3id.org/framester/framenet/abox/gfe/Loser,a contestant who loses the contest
711,https://w3id.org/framester/framenet/abox/gfe/Weapon,any instrument or instrumentality used in fighting or hunting
712,https://w3id.org/framester/framenet/abox/gfe/Salient_event,An event that stands out as especially important or relevant within a context.
713,https://w3id.org/framester/framenet/abox/gfe/Document,writing that provides information (especially information of an official nature)
714,https://w3id.org/framester/framenet/abox/gfe/Controlling_entity,An agent or force that exerts authority or influence over a process or situation.
715,https://w3id.org/framester/framenet/abox/gfe/Whole_patient,"The complete affected entity undergoing a change or action, rather than just a part."
716,https://w3id.org/framester/framenet/abox/gfe/Leader,a person who rules or guides or inspires others
717,https://w3id.org/framester/framenet/abox/gfe/Executed,kill as a means of socially sanctioned punishment
718,https://w3id.org/framester/framenet/abox/gfe/Assailant,someone who attacks
719,https://w3id.org/framester/framenet/abox/gfe/Law,the collection of rules imposed by authority
720,https://w3id.org/framester/framenet/abox/gfe/Ego,an inflated feeling of pride in your superiority to others
721,https://w3id.org/framester/framenet/abox/gfe/Landmark_occasion,A significant point in time that marks a notable event or transition.
722,https://w3id.org/framester/framenet/abox/gfe/Alter,cause to change; make different; cause a transformation
723,https://w3id.org/framester/framenet/abox/gfe/New_leader,An individual who recently assumed a leadership or authoritative role.
724,https://w3id.org/framester/framenet/abox/gfe/Self_mover,An entity capable of initiating its own movement or change of position.
725,https://w3id.org/framester/framenet/abox/gfe/Sides,a place within a region identified relative to a center or reference location
726,https://w3id.org/framester/framenet/abox/gfe/Time_period,an amount of time
727,https://w3id.org/framester/framenet/abox/gfe/Opponent,a contestant that you are matched against
728,https://w3id.org/framester/framenet/abox/gfe/New_area,"A spatial region that is newly identified, accessed, or relevant in the current context."
729,https://w3id.org/framester/framenet/abox/gfe/Patient,a person who requires medical care
730,https://w3id.org/framester/framenet/abox/gfe/Aggregate_property,A characteristic that applies to a collection of entities as a whole.
731,https://w3id.org/framester/framenet/abox/gfe/Professional,a person engaged in one of the learned professions
732,https://w3id.org/framester/framenet/abox/gfe/Focal_occasion,The primary or most emphasized temporal event within a broader context.
733,https://w3id.org/framester/framenet/abox/gfe/Undesirable_event,"An event considered negative, harmful, or unwanted within the situation."
734,https://w3id.org/framester/framenet/abox/gfe/Act,a legal document codifying the result of deliberations of a committee or society or legislative body
735,https://w3id.org/framester/framenet/abox/gfe/Margin,the boundary line or the area immediately inside the boundary
736,https://w3id.org/framester/framenet/abox/gfe/Obligation,the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr
737,https://w3id.org/framester/framenet/abox/gfe/Defendant,a person or institution against whom an action is brought in a court of law; the person being sued or accused
738,https://w3id.org/framester/framenet/abox/gfe/Affected,have an effect upon
739,https://w3id.org/framester/framenet/abox/gfe/Idea,the content of cognition; the main thing you are thinking about
740,https://w3id.org/framester/framenet/abox/gfe/Author,writes (books or stories or articles or the like) professionally (for pay)
741,https://w3id.org/framester/framenet/abox/gfe/Color,a visual attribute of things that results from the light they emit or transmit or reflect
742,https://w3id.org/framester/framenet/abox/gfe/Set,a group of things of the same kind that belong together and are so used
743,https://w3id.org/framester/framenet/abox/gfe/Crop,the yield from plants in a single growing season
744,https://w3id.org/framester/framenet/abox/gfe/Execution,putting a condemned person to death
745,https://w3id.org/framester/framenet/abox/gfe/Ratio,the relative magnitudes of two quantities (usually expressed as a quotient)
746,https://w3id.org/framester/framenet/abox/gfe/Beam,a signal transmitted along a narrow path; guides airplane pilots in darkness or bad weather
747,https://w3id.org/framester/framenet/abox/gfe/Signatory,someone who signs and is bound by a document
748,https://w3id.org/framester/framenet/abox/gfe/Benefactor,a person who helps people or institutions (especially with financial help)
749,https://w3id.org/framester/framenet/abox/gfe/Sign,a perceptible indication of something not immediately apparent (as a visible clue that something has happened)
750,https://w3id.org/framester/framenet/abox/gfe/Destroyer,a small fast lightly armored but heavily armed warship
751,https://w3id.org/framester/framenet/abox/gfe/Infrastructure,the basic structure or features of a system or organization
752,https://w3id.org/framester/framenet/abox/gfe/Quality,an essential and distinguishing attribute of something or someone; --Shakespeare
753,https://w3id.org/framester/framenet/abox/gfe/Stuff,the tangible substance that goes into the makeup of a physical object
754,https://w3id.org/framester/framenet/abox/gfe/Stock,the capital raised by a corporation through the issue of shares entitling holders to an ownership interest (equity)
755,https://w3id.org/framester/framenet/abox/gfe/Rider,a traveler who actively rides an animal (as a horse or camel)
756,https://w3id.org/framester/framenet/abox/gfe/Air,a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of
757,https://w3id.org/framester/framenet/abox/gfe/Reader,a person who enjoys reading
758,https://w3id.org/framester/framenet/abox/gfe/Party,an organization to gain political power
759,https://w3id.org/framester/framenet/abox/gfe/Incident,a single distinct event
760,https://w3id.org/framester/framenet/abox/gfe/Desirability,the quality of being worthy of desiring
761,https://w3id.org/framester/framenet/abox/gfe/Knowledge,the psychological result of perception and learning and reasoning
762,https://w3id.org/framester/framenet/abox/gfe/Inspector,a high ranking police officer
763,https://w3id.org/framester/framenet/abox/gfe/Chosen,one who is the object of choice; who is given preference
764,https://w3id.org/framester/framenet/abox/gfe/Traveller,a person who changes location
765,https://w3id.org/framester/framenet/abox/gfe/Excreta,waste matter (as urine or sweat but especially feces) discharged from the body
766,https://w3id.org/framester/framenet/abox/gfe/Traveler,a person who changes location
767,https://w3id.org/framester/framenet/abox/gfe/Explosive,a chemical substance that undergoes a rapid chemical change (with the production of gas) on being heated or struck
768,https://w3id.org/framester/framenet/abox/gfe/Attendee,a person who is present and participates in a meeting
769,https://w3id.org/framester/framenet/abox/gfe/Representation,a presentation to the mind in the form of an idea or image
770,https://w3id.org/framester/framenet/abox/gfe/Payer,a person who pays money for something
771,https://w3id.org/framester/framenet/abox/gfe/Exchangers,one whose business is to exchange the money of one country for that of another country
772,https://w3id.org/framester/framenet/abox/gfe/Artwork,photographs or other visual representations in a printed publication
773,https://w3id.org/framester/framenet/abox/gfe/Indicated,be a signal for or a symptom of
774,https://w3id.org/framester/framenet/abox/gfe/Charges,an impetuous rush toward someone or something
775,https://w3id.org/framester/framenet/abox/gfe/Entourage,the group following and attending to some important person
776,https://w3id.org/framester/framenet/abox/gfe/Meaning,the message that is intended or expressed or signified
777,https://w3id.org/framester/framenet/abox/gfe/Lessee,a tenant who holds a lease
778,https://w3id.org/framester/framenet/abox/gfe/Conqueror,someone who is victorious by force of arms
779,https://w3id.org/framester/framenet/abox/gfe/Accused,a defendant in a criminal proceeding
780,https://w3id.org/framester/framenet/abox/gfe/Shareholder,someone who holds shares of stock in a corporation
781,https://w3id.org/framester/framenet/abox/gfe/Designer,a person who specializes in designing architectural interiors and their furnishings
782,https://w3id.org/framester/framenet/abox/gfe/Reference_point,an indicator that orients you generally
783,https://w3id.org/framester/framenet/abox/gfe/Mass,the property of a body that causes it to have weight in a gravitational field
784,https://w3id.org/framester/framenet/abox/gfe/Issuer,an institution that issues something (securities or publications or currency etc.)
785,https://w3id.org/framester/framenet/abox/gfe/Genre,a kind of literary or artistic work
786,https://w3id.org/framester/framenet/abox/gfe/Numbers,the fourth book of the Old Testament; contains a record of the number of Israelites who followed Moses out of Egypt
787,https://w3id.org/framester/framenet/abox/gfe/Terrorist,a radical who employs terror as a political weapon; usually organizes with other terrorists in small cells; often uses religion as a cover for terrorist activities
788,https://w3id.org/framester/framenet/abox/gfe/Researcher,a scientist who devotes himself to doing research
789,https://w3id.org/framester/framenet/abox/gfe/Output,final product; the things produced
790,https://w3id.org/framester/framenet/abox/gfe/Criteria,a basis for comparison; a reference point against which other things can be evaluated
791,https://w3id.org/framester/framenet/abox/gfe/Residents,someone who lives at a particular place for a prolonged period or who was born there
792,https://w3id.org/framester/framenet/abox/gfe/Interlocutor,the performer in the middle of a minstrel line who engages the others in talk
793,https://w3id.org/framester/framenet/abox/gfe/Accoutrement,"clothing that is worn or carried, but not part of your main clothing"
794,https://w3id.org/framester/framenet/abox/gfe/Survivor,one who lives through affliction
795,https://w3id.org/framester/framenet/abox/gfe/Booker,someone who engages a person or company for performances
796,https://w3id.org/framester/framenet/abox/gfe/Prison,a correctional institution where persons are confined while on trial or for punishment
797,https://w3id.org/framester/framenet/abox/gfe/Danger,the condition of being susceptible to harm or injury
798,https://w3id.org/framester/framenet/abox/gfe/Namesake,a person with the same name as another
799,https://w3id.org/framester/framenet/abox/gfe/Ammunition,projectiles to be fired from a gun
800,https://w3id.org/framester/framenet/abox/gfe/Offerer,someone who presents something to another for acceptance or rejection
801,https://w3id.org/framester/framenet/abox/gfe/Extent,the point or degree to which something extends
802,https://w3id.org/framester/framenet/abox/gfe/Eclipsed,be greater in significance than
803,https://w3id.org/framester/framenet/abox/gfe/Shape,any spatial attributes (especially as defined by outline)
804,https://w3id.org/framester/framenet/abox/gfe/Operator,(mathematics) a symbol or function representing a mathematical operation
805,https://w3id.org/framester/framenet/abox/gfe/Obstruction,any structure that makes progress difficult
806,https://w3id.org/framester/framenet/abox/gfe/Plant,buildings for carrying on industrial labor
807,https://w3id.org/framester/framenet/abox/gfe/Practitioner,someone who practices a learned profession
808,https://w3id.org/framester/framenet/abox/gfe/Work,activity directed toward making or doing something
809,https://w3id.org/framester/framenet/abox/gfe/Deceiver,someone who leads you to believe something that is not true
810,https://w3id.org/framester/framenet/abox/gfe/Searcher,someone making a search or inquiry
811,https://w3id.org/framester/framenet/abox/gfe/Assessor,an official who evaluates property for the purpose of taxing it
812,https://w3id.org/framester/framenet/abox/gfe/Inmates,one of several resident of a dwelling (especially someone confined to a prison or hospital)
813,https://w3id.org/framester/framenet/abox/gfe/Percept,the representation of what is perceived; basic component in the formation of a concept
814,https://w3id.org/framester/framenet/abox/gfe/Interceptor,a fast maneuverable fighter plane designed to intercept enemy aircraft
815,https://w3id.org/framester/framenet/abox/gfe/Services,performance of duties or provision of space and equipment helpful to others
816,https://w3id.org/framester/framenet/abox/gfe/Supply,an amount of something available for use
817,https://w3id.org/framester/framenet/abox/gfe/Branch,a division of some larger or more complex organization
818,https://w3id.org/framester/framenet/abox/gfe/Complainer,a person given to excessive complaints and crying and whining
819,https://w3id.org/framester/framenet/abox/gfe/Emotional_state,the state of a person's emotions (especially with regard to pleasure or dejection)
820,https://w3id.org/framester/framenet/abox/gfe/Executioner,an official who inflicts capital punishment in pursuit of a warrant
821,https://w3id.org/framester/framenet/abox/gfe/Front,the side that is forward or prominent
822,https://w3id.org/framester/framenet/abox/gfe/Participant,someone who takes part in an activity
823,https://w3id.org/framester/framenet/abox/gfe/Cargo,goods carried by a large vehicle
824,https://w3id.org/framester/framenet/abox/gfe/Firearm,a portable gun
825,https://w3id.org/framester/framenet/abox/gfe/Residence,any address at which you dwell more than temporarily
826,https://w3id.org/framester/framenet/abox/gfe/Representative,a person who represents others
827,https://w3id.org/framester/framenet/abox/gfe/Amount,a quantity of money
828,https://w3id.org/framester/framenet/abox/gfe/Food,any substance that can be metabolized by an animal to give energy and build tissue
829,https://w3id.org/framester/framenet/abox/gfe/Commonality,a class composed of persons lacking clerical or noble rank
830,https://w3id.org/framester/framenet/abox/gfe/Offense,a lack of politeness; a failure to show regard for others; wounding the feelings or others
831,https://w3id.org/framester/framenet/abox/gfe/Agriculturist,someone concerned with the science or art or business of cultivating the soil
832,https://w3id.org/framester/framenet/abox/gfe/Convict,a person serving a sentence in a jail or prison
833,https://w3id.org/framester/framenet/abox/gfe/Borrower,someone who receives something on the promise to return it or its equivalent
834,https://w3id.org/framester/framenet/abox/gfe/System,instrumentality that combines interrelated interacting artifacts designed to work as a coherent entity
835,https://w3id.org/framester/framenet/abox/gfe/Team,a cooperative unit (especially in sports)
836,https://w3id.org/framester/framenet/abox/gfe/Employment,the state of being employed or having a job
837,https://w3id.org/framester/framenet/abox/gfe/Deixis,the function of pointing or specifying from the perspective of a participant in an act of speech or writing; aspects of a communication whose interpretation depends on knowledge of the context in which the communication occurs
838,https://w3id.org/framester/framenet/abox/gfe/Informer,one who reveals confidential information in return for money
839,https://w3id.org/framester/framenet/abox/gfe/Communicator,a person who communicates with others
840,https://w3id.org/framester/framenet/abox/gfe/Agency,an administrative unit of government
841,https://w3id.org/framester/framenet/abox/gfe/Relatives,a person related by blood or marriage
842,https://w3id.org/framester/framenet/abox/gfe/Signature,your name written in your own handwriting
843,https://w3id.org/framester/framenet/abox/gfe/Abuser,someone who abuses
844,https://w3id.org/framester/framenet/abox/gfe/Tourist,someone who travels for pleasure
845,https://w3id.org/framester/framenet/abox/gfe/Superior,one of greater rank or station or quality
846,https://w3id.org/framester/framenet/abox/gfe/Shopper,someone who visits stores in search of articles to buy
847,https://w3id.org/framester/framenet/abox/gfe/Client,a person who seeks the advice of a lawyer
848,https://w3id.org/framester/framenet/abox/gfe/Rule,a principle or condition that customarily governs behavior
849,https://w3id.org/framester/framenet/abox/gfe/Production,the act or process of producing something
850,https://w3id.org/framester/framenet/abox/gfe/Colonists,a person who settles in a new colony or moves into new country
851,https://w3id.org/framester/framenet/abox/gfe/Alliance,the state of being allied or confederated
852,https://w3id.org/framester/framenet/abox/gfe/Patrol,a detachment used for security or reconnaissance
853,https://w3id.org/framester/framenet/abox/gfe/Winner,the contestant who wins the contest
854,https://w3id.org/framester/framenet/abox/gfe/Attitude,a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways
855,https://w3id.org/framester/framenet/abox/gfe/Fuel,a substance that can be consumed to produce energy
856,https://w3id.org/framester/framenet/abox/gfe/Lessor,someone who grants a lease
857,https://w3id.org/framester/framenet/abox/gfe/Decision_maker,someone who administers a business
858,https://w3id.org/framester/framenet/abox/gfe/Arguers,someone who engages in debate
859,https://w3id.org/framester/framenet/abox/gfe/Sender,someone who transmits a message
860,https://w3id.org/framester/framenet/abox/gfe/Protester,a person who dissents from some established policy
861,https://w3id.org/framester/framenet/abox/gfe/Supplier,someone whose business is to supply a particular service or commodity
